+--------+--------+---------+--------+-------+---------------+---------------+---------------+---------------+
| cust   | prod   |   month |   year |   day |   sum_1_quant |   max_1_quant |   sum_2_quant |   max_2_quant |
| Dan    | Apple  |       8 |   2019 |     5 |           845 |           845 |           845 |           845 |
| Wally  | Butter |       9 |   2019 |    18 |            99 |            99 |            99 |            99 |
| Wally  | Ice    |       4 |   2017 |     3 |           360 |           360 |           360 |           360 |
| Chae   | Apple  |      11 |   2016 |    17 |           440 |           440 |           440 |           440 |
| Chae   | Fish   |       7 |   2020 |    26 |           659 |           659 |           659 |           659 |
| Dan    | Butter |       1 |   2017 |    30 |           530 |           447 |           530 |           447 |
| Dan    | Ham    |       6 |   2016 |    15 |           630 |           630 |           630 |           630 |
| Boo    | Ice    |       7 |   2016 |    28 |           919 |           919 |           919 |           919 |
| Claire | Dates  |      12 |   2016 |     8 |             5 |             5 |             5 |             5 |
| Mia    | Butter |       4 |   2017 |    13 |           786 |           786 |           786 |           786 |
| Wally  | Ice    |       3 |   2020 |    27 |           893 |           893 |           893 |           893 |
| Claire | Jelly  |       6 |   2016 |    17 |           254 |           254 |           254 |           254 |
| Wally  | Ice    |       9 |   2019 |     9 |           677 |           677 |           677 |           677 |
| Emily  | Butter |       1 |   2016 |    13 |           950 |           950 |           950 |           950 |
| Sam    | Ham    |       7 |   2020 |    27 |           948 |           893 |           948 |           893 |
| Sam    | Cherry |       6 |   2020 |    28 |           849 |           849 |           849 |           849 |
| Mia    | Apple  |       5 |   2019 |    18 |           391 |           391 |           391 |           391 |
| Emily  | Ham    |       2 |   2016 |    15 |           433 |           433 |           433 |           433 |
| Sam    | Dates  |       9 |   2017 |     8 |           402 |           402 |           402 |           402 |
| Emily  | Fish   |       3 |   2018 |    26 |           102 |           102 |           102 |           102 |
| Chae   | Apple  |      10 |   2020 |    21 |           673 |           673 |           673 |           673 |
| Emily  | Apple  |       4 |   2016 |    21 |           328 |           328 |           328 |           328 |
| Dan    | Butter |       4 |   2016 |    30 |           480 |           480 |           480 |           480 |
| Wally  | Ham    |       2 |   2019 |     4 |           631 |           631 |           631 |           631 |
| Mia    | Dates  |       5 |   2020 |    27 |           804 |           804 |           804 |           804 |
| Sam    | Dates  |      12 |   2017 |     7 |           996 |           996 |           996 |           996 |
| Chae   | Cherry |       6 |   2019 |    29 |           877 |           877 |           877 |           877 |
| Sam    | Ice    |       8 |   2019 |    28 |           319 |           319 |           319 |           319 |
| Dan    | Apple  |       8 |   2018 |    26 |           515 |           515 |           515 |           515 |
| Boo    | Butter |       1 |   2017 |    15 |           666 |           666 |           666 |           666 |
| Dan    | Ice    |       1 |   2018 |    19 |           547 |           547 |           547 |           547 |
| Claire | Eggs   |       6 |   2018 |     1 |           235 |           235 |           235 |           235 |
| Boo    | Cherry |       8 |   2020 |    17 |           750 |           750 |           750 |           750 |
| Sam    | Fish   |       4 |   2016 |    19 |           600 |           600 |           600 |           600 |
| Sam    | Apple  |      12 |   2018 |    10 |           909 |           909 |           909 |           909 |
| Dan    | Dates  |      10 |   2016 |     3 |           656 |           656 |           656 |           656 |
| Claire | Ice    |       7 |   2019 |    16 |           436 |           436 |           436 |           436 |
| Chae   | Cherry |       7 |   2020 |    13 |           315 |           315 |           315 |           315 |
| Wally  | Eggs   |       4 |   2019 |    17 |           241 |           241 |           241 |           241 |
| Dan    | Butter |      10 |   2017 |    16 |           193 |           193 |           193 |           193 |
| Boo    | Jelly  |      11 |   2019 |     2 |           223 |           223 |           223 |           223 |
| Wally  | Jelly  |       7 |   2016 |    10 |           947 |           947 |           947 |           947 |
| Boo    | Grapes |       3 |   2017 |    10 |           461 |           461 |           461 |           461 |
| Helen  | Ham    |       8 |   2019 |    18 |           478 |           478 |           478 |           478 |
| Mia    | Apple  |       4 |   2020 |    17 |           822 |           822 |           822 |           822 |
| Mia    | Fish   |      12 |   2016 |     9 |           696 |           696 |           696 |           696 |
| Mia    | Cherry |       9 |   2020 |    22 |           839 |           839 |           839 |           839 |
| Sam    | Jelly  |      11 |   2017 |    29 |           290 |           290 |           290 |           290 |
| Dan    | Dates  |       3 |   2016 |     2 |           409 |           409 |           409 |           409 |
| Chae   | Ham    |       7 |   2018 |    10 |           448 |           448 |           448 |           448 |
| Chae   | Jelly  |      11 |   2019 |    20 |            40 |            40 |            40 |            40 |
| Mia    | Ice    |       1 |   2019 |    24 |           258 |           258 |           258 |           258 |
| Emily  | Grapes |       6 |   2020 |     3 |           194 |           194 |           194 |           194 |
| Emily  | Jelly  |       7 |   2020 |    29 |           118 |           118 |           118 |           118 |
| Sam    | Fish   |       6 |   2020 |     9 |           378 |           378 |           378 |           378 |
| Mia    | Butter |       9 |   2017 |    18 |          1140 |           602 |          1140 |           602 |
| Dan    | Cherry |      10 |   2017 |    24 |           626 |           626 |           626 |           626 |
| Boo    | Grapes |      12 |   2020 |     4 |           766 |           766 |           766 |           766 |
| Chae   | Cherry |       1 |   2020 |    30 |           882 |           882 |           882 |           882 |
| Mia    | Dates  |      12 |   2020 |    12 |           200 |           200 |           200 |           200 |
| Wally  | Ham    |       8 |   2017 |    30 |           289 |           289 |           289 |           289 |
| Helen  | Butter |       7 |   2019 |     7 |           282 |           282 |           282 |           282 |
| Dan    | Fish   |       9 |   2017 |    15 |           510 |           399 |           510 |           399 |
| Emily  | Ice    |       2 |   2020 |    27 |           525 |           525 |           525 |           525 |
| Dan    | Ice    |       5 |   2020 |    23 |           702 |           702 |           702 |           702 |
| Wally  | Eggs   |      10 |   2019 |    11 |           566 |           566 |           566 |           566 |
| Chae   | Apple  |       1 |   2017 |    27 |           831 |           831 |           831 |           831 |
| Claire | Fish   |       4 |   2018 |     6 |            59 |            59 |            59 |            59 |
