+--------+--------+---------+--------+-------+---------------+---------------+---------------+---------------+-----------------+-----------------+
| cust   | prod   |   month |   year |   day |   sum_1_quant |   max_1_quant |   sum_2_quant |   max_2_quant |   count_1_quant |   count_2_quant |
| Claire | Ham    |      11 |   2020 |    30 |           586 |           586 |           586 |           586 |               1 |               1 |
| Boo    | Cherry |      10 |   2020 |    13 |           688 |           688 |           688 |           688 |               1 |               1 |
| Wally  | Butter |       1 |   2017 |    31 |            45 |            45 |            45 |            45 |               1 |               1 |
| Chae   | Cherry |       9 |   2020 |    10 |           628 |           628 |           628 |           628 |               1 |               1 |
| Wally  | Jelly  |       2 |   2019 |    18 |           518 |           518 |           518 |           518 |               1 |               1 |
| Mia    | Grapes |       9 |   2018 |     8 |           226 |           226 |           226 |           226 |               1 |               1 |
| Helen  | Grapes |       9 |   2018 |    30 |           284 |           284 |           284 |           284 |               1 |               1 |
| Dan    | Apple  |      10 |   2020 |    20 |           542 |           542 |           542 |           542 |               1 |               1 |
| Emily  | Ham    |       5 |   2018 |    15 |           838 |           838 |           838 |           838 |               1 |               1 |
| Chae   | Butter |       5 |   2018 |    30 |           634 |           634 |           634 |           634 |               1 |               1 |
| Boo    | Apple  |       4 |   2016 |    10 |           563 |           563 |           563 |           563 |               1 |               1 |
| Sam    | Ham    |       8 |   2016 |    10 |           876 |           876 |           876 |           876 |               1 |               1 |
| Dan    | Butter |      12 |   2017 |    17 |           225 |           225 |           225 |           225 |               1 |               1 |
| Helen  | Dates  |       6 |   2017 |    11 |           537 |           537 |           537 |           537 |               1 |               1 |
| Claire | Apple  |       6 |   2019 |    28 |          1580 |           852 |          1580 |           852 |               2 |               2 |
| Boo    | Grapes |       7 |   2017 |     4 |           835 |           835 |           835 |           835 |               1 |               1 |
| Emily  | Fish   |      10 |   2018 |     5 |           312 |           312 |           312 |           312 |               1 |               1 |
| Claire | Apple  |      10 |   2019 |    17 |           568 |           568 |           568 |           568 |               1 |               1 |
| Emily  | Grapes |       7 |   2016 |    11 |           922 |           922 |           922 |           922 |               1 |               1 |
| Mia    | Grapes |       6 |   2020 |    19 |           373 |           373 |           373 |           373 |               1 |               1 |
| Emily  | Grapes |       9 |   2016 |     9 |          1030 |           911 |          1030 |           911 |               2 |               2 |
| Helen  | Ice    |       1 |   2020 |    22 |           151 |           151 |           151 |           151 |               1 |               1 |
| Helen  | Grapes |       6 |   2020 |    29 |           873 |           873 |           873 |           873 |               1 |               1 |
| Wally  | Fish   |       9 |   2016 |    27 |           528 |           528 |           528 |           528 |               1 |               1 |
